Service,Feature,Status,Priority,Observation,Recommendation,LinkText,LinkUrl
Purview,Communication DLP - Policy Coverage,Success,Low,INFO: DLP policy deployment status unavailable - run with PowerShell wrapper for detailed policy analysis,"To get deployment-specific DLP recommendations, run: .\collect_purview_data.ps1 instead of 'python main.py'. The script collects DLP policy data via Connect-IPPSSession, then runs the assessment. This provides detailed analysis of configured policies, enabled/disabled status, and coverage gaps for Copilot scenarios.",DLP Policy Guide,https://learn.microsoft.com/purview/dlp-learn-about-dlp
Purview,Information Protection for Office 365 - Premium,Success,,"Information Protection for Office 365 - Premium is active in M365 INFO PROTECTION GOVERNANCE, automatically labeling content created and accessed by Copilot",,Automatic AI Content Protection,https://learn.microsoft.com/purview/information-protection
Purview,Information Protection for Office 365 - Premium - Label Deployment,Success,Medium,"14 sensitivity labels configured, enabling automatic classification of Copilot-generated content","Configure auto-labeling policies in Microsoft Purview for Copilot scenarios: 1) Auto-label documents containing financial data patterns when created via Copilot in Excel/Word, 2) Auto-apply 'Confidential' to emails drafted by Copilot that mention customer names or account numbers, 3) Use trainable classifiers to detect when Copilot summaries contain sensitive content types (legal, HR, M&A), 4) Set default label to 'General' for all Copilot outputs unless higher sensitivity detected. Test by asking Copilot to create document with financial data - verify auto-labeling applies correct classification. Use Get-Label to review deployed labels.",Auto-Labeling for AI Content,https://learn.microsoft.com/purview/apply-sensitivity-label-automatically
Purview,Azure Information Protection Premium P2,Success,,"Azure Information Protection Premium P2 is active in M365 INFO PROTECTION GOVERNANCE, automatically classifying and protecting sensitive data that Copilot processes",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Purview,Azure Information Protection Premium P2 - Configuration,Success,Low,Azure Rights Management (Azure RMS) is ENABLED - advanced automatic classification and protection is available for Copilot-accessed content,"Azure RMS is properly enabled, unlocking Premium P2's advanced capabilities. Configure automatic classification and protection for Copilot scenarios: 1) Deploy trainable classifiers to detect when Copilot outputs contain industry-specific sensitive data (medical records, legal briefs, financial models), 2) Use automatic labeling with encryption for AI-generated content containing PII or confidential business information, 3) Apply usage rights (view-only, no-forward) to documents that Copilot creates from multiple sensitive sources, 4) Enable content scanning to discover existing unprotected files that Copilot might access. Premium P2's machine learning can identify sensitive content patterns in Copilot outputs that rule-based systems miss. Use Get-IRMConfiguration to verify Azure RMS status and configure auto-labeling policies in Purview compliance portal.",Configure Advanced Protection,https://learn.microsoft.com/purview/apply-sensitivity-label-automatically
Purview,Privileged Access Management,Success,,"Privileged Access Management is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, enforcing approval workflows for privileged operations with AI",,Control Privileged AI Operations,https://learn.microsoft.com/purview/privileged-access-management/
Purview,eDiscovery Analytics,Success,,"eDiscovery Analytics is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, enabling AI-powered legal discovery including Copilot content",,eDiscovery for AI Interactions,https://learn.microsoft.com/purview/ediscovery
Purview,eDiscovery Analytics - Analytics Usage,Success,Medium,eDiscovery Analytics license active but NO eDiscovery cases configured,"Create eDiscovery cases to preserve Copilot-related content for legal discovery: 1) Place custodians on hold to preserve their Copilot chat history, 2) Search for Teams meeting transcripts analyzed by Copilot, 3) Identify documents created/edited with AI assistance. Use Analytics to find relevant AI interactions faster. Configure in Purview > eDiscovery.",Create eDiscovery Cases,https://learn.microsoft.com/purview/ediscovery-create-and-manage-cases
Purview,Insider Risk Management,Success,,"Insider Risk Management is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, monitoring for data exfiltration risks through Copilot usage",,Detect Copilot Misuse with Insider Risk,https://learn.microsoft.com/purview/insider-risk-management
Purview,Insider Risk Management (Base) - Policy Status,Success,High,Insider Risk Management license active but NO policies configured - AI-assisted data theft undetected,"Deploy Insider Risk policies to detect malicious Copilot usage. Create policies for: 1) Data exfiltration by departing employees (spike in Copilot queries + downloads before resignation), 2) Unauthorized data access (using Copilot to explore sensitive areas beyond normal scope), 3) Intellectual property theft (aggregating trade secrets via AI), 4) Competitor intelligence gathering (suspicious Copilot research patterns). Copilot makes data theft easier - Insider Risk detects the patterns. Configure in Purview > Insider risk management.",Create Insider Risk Policies,https://learn.microsoft.com/purview/insider-risk-management-configure
Purview,Insider Risk Management (Base),Success,,"Insider Risk Management (Base) is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, monitoring for data exfiltration risks through Copilot usage",,Detect Copilot Misuse with Insider Risk,https://learn.microsoft.com/purview/insider-risk-management
Purview,Communication Compliance (Microsoft),Success,,"Communication Compliance (Microsoft) is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, monitoring Copilot interactions and agent conversations for policy compliance",,Monitor AI Conversations for Compliance,https://learn.microsoft.com/purview/communication-compliance
Purview,Communication Compliance (Microsoft) - Policy Status,Success,High,Communication Compliance license active but NO policies configured - AI interactions are unmonitored,"Deploy Communication Compliance policies to monitor Copilot usage for policy violations. Create policies to detect: 1) Users asking Copilot to generate fraudulent/deceptive content, 2) Attempts to extract confidential data through clever prompts, 3) Using AI to draft communications that violate regulatory requirements, 4) Jailbreak attempts or prompt injection attacks. Essential for maintaining compliance as AI becomes primary communication tool. Configure in Purview > Communication compliance.",Create Communication Compliance Policies,https://learn.microsoft.com/purview/communication-compliance-policies
Purview,Microsoft 365 Advanced Auditing,Success,,"Microsoft 365 Advanced Auditing is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, logging detailed Copilot interactions and data access patterns",,Audit Copilot Activity for Compliance,https://learn.microsoft.com/purview/audit-solutions-overview
Purview,Microsoft 365 Advanced Auditing - Configuration Status,Success,Low,Unified Audit Log is ENABLED (Admin Audit: Enabled) - Copilot events are being logged,"Verify Advanced Auditing configuration for Copilot: 1) Check audit log retention set to 10 years (not default 90 days) in Purview > Audit > Retention policies, 2) Confirm Copilot event types are captured (CopilotInteraction, PromptSubmitted, SensitiveDataAccessed), 3) Create audit alerts for high-risk patterns (excessive data access, unusual prompts), 4) Export to SIEM for correlation with security events. Review audit logs monthly for compliance reporting.",Copilot Audit Policies,https://learn.microsoft.com/purview/audit-log-retention-policies
Purview,Information Protection for Office 365 - Standard,Success,,"Information Protection for Office 365 - Standard is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, enabling basic sensitivity labeling for Copilot content",,Basic Information Protection,https://learn.microsoft.com/purview/information-protection/
Purview,Information Protection for Office 365 - Standard - Label Deployment,Success,Low,"14 sensitivity labels configured (2 policies): Personal, Public, General, Anyone (unrestricted) (+10 more)","Verify labels cover Copilot scenarios: 1) Test: label document 'Confidential' > ask Copilot to summarize > attempt external sharing (should block/warn), 2) Set default label policy ('General' or 'Internal Only') for all users, 3) Enable mandatory labeling for sensitive locations (Finance, HR, Legal OneDrive/SharePoint), 4) Train users: Copilot respects label restrictions when sharing AI-generated content. Currently 2 label policies deployed.",Sensitivity Label Best Practices,https://learn.microsoft.com/purview/information-protection-deployment
Purview,Information Barriers,Success,,"Information Barriers is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, preventing Copilot from crossing compliance boundaries",,Information Barriers for AI Compliance,https://learn.microsoft.com/purview/information-barriers
Purview,Information Barriers - Policy Status,Success,High,Information Barriers license active but NO policies configured - Copilot can cross ethical walls,"Deploy Information Barrier policies for Copilot compliance. Define segments and barriers: 1) M&A teams on competing deals cannot share via Copilot, 2) Research/trading divisions maintain ethical wall through AI, 3) Legal teams on opposing cases keep data separated, 4) Regulatory compliance groups in financial services. Without barriers, Copilot becomes information leak vector across restricted groups. Configure in Purview > Information barriers.",Configure Information Barriers,https://learn.microsoft.com/purview/information-barriers-policies
Purview,Customer Lockbox (Enterprise A),Success,,"Customer Lockbox (Enterprise A) is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, requiring approval for Microsoft access to Copilot-indexed content",,Control Microsoft Data Access,https://learn.microsoft.com/purview/customer-lockbox-requests
Purview,Customer Lockbox (Enterprise A) - Configuration,Success,High,Customer Lockbox license active but DISABLED - Microsoft support can access data without approval,"Enable Customer Lockbox in Microsoft 365 admin center. Once enabled, Microsoft engineers must request and receive approval before accessing your tenant data during support cases. This includes Copilot interactions, AI-generated content, and service diagnostics. Essential for compliance with data sovereignty and privacy requirements.",Enable Customer Lockbox,https://learn.microsoft.com/purview/customer-lockbox-requests#enable-customer-lockbox
Purview,Customer Lockbox (Enterprise),Success,,"Customer Lockbox (Enterprise) is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, requiring approval for Microsoft access to Copilot-indexed content",,Control Microsoft Access to AI Content,https://learn.microsoft.com/purview/customer-lockbox-requests
Purview,Customer Lockbox (Enterprise) - Configuration,Success,Medium,Customer Lockbox license active but feature is DISABLED in tenant settings,"Enable Customer Lockbox in Microsoft 365 admin center: Settings > Security & privacy > Customer lockbox > Edit > Enable. Once enabled, Microsoft Support must request your approval before accessing Copilot conversation histories, meeting transcripts, or AI-indexed content during troubleshooting. Designated approvers can accept/reject requests. Critical for maintaining data sovereignty and compliance in regulated industries.",Enable Customer Lockbox,https://learn.microsoft.com/purview/customer-lockbox-requests#enable-customer-lockbox
Purview,Azure Rights Management,Success,,"Azure Rights Management is active in SPB, protecting sensitive content accessed by Copilot with persistent encryption",,Rights Management for AI Security,https://learn.microsoft.com/azure/information-protection/
Purview,Azure Rights Management - Configuration,Success,Low,Azure RMS licensing is ENABLED - documents can be protected with persistent encryption,"Verify Azure RMS protects Copilot scenarios: 1) Test: apply 'Confidential' label to document > ask Copilot to summarize > verify summary inherits protection, 2) Ensure auto-labeling policies protect Copilot outputs containing sensitive patterns (SSN, credit cards), 3) Configure usage rights: prevent AI-generated content marked 'Internal Only' from external sharing, 4) Enable track & revoke for Copilot-created documents. Review protection templates in Azure portal.",Azure RMS Configuration,https://learn.microsoft.com/azure/information-protection/configure-policy
Purview,Azure Information Protection Premium P1,Success,,"Azure Information Protection Premium P1 is active in SPB, encrypting sensitive documents accessed by Copilot with rights management",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Purview,Azure Information Protection Premium P1 - Configuration,Success,Low,Azure Rights Management (Azure RMS) is ENABLED - documents accessed by Copilot can be encrypted with rights management,"Azure RMS is properly enabled. Ensure rights management policies protect Copilot-accessed content: 1) Configure sensitivity labels to automatically apply encryption when Copilot accesses confidential documents, 2) Set rights policies that persist even when content is summarized or copied via AI, 3) Restrict forwarding/copying of emails containing Copilot-generated sensitive summaries, 4) Apply usage rights (view-only, no-print, no-copy) to documents created through AI assistance. This ensures that even if Copilot makes sensitive data discoverable, rights management controls prevent unauthorized access. Use Get-IRMConfiguration to verify Azure RMS is active and Get-Label to review label-based protection policies.",Configure Rights Management,https://learn.microsoft.com/azure/information-protection/configure-policy
Defender,Microsoft Defender XDR,Missing Prerequisite,High,Microsoft Defender for Endpoint API access denied - likely no devices onboarded - Security APIs unavailable despite having MTP (XDR) license,"Activate Microsoft Defender XDR in the Security portal to enable unified security monitoring, threat detection, and incident response across your Microsoft 365 environment. This is required to access security data through APIs and protect Copilot workloads with advanced threat protection, prompt injection detection, and automated security responses.",Activate Microsoft Defender XDR,https://security.microsoft.com
Defender,Defender for Endpoint - Device Onboarding,Success,Low,**11 devices onboarded** to Defender for Endpoint. API is fully operational.,Device onboarding is healthy. Continue monitoring device compliance and onboard new devices as they join the environment.,Monitor device health,https://learn.microsoft.com/en-us/microsoft-365/security/defender-endpoint/device-health-sensor-health-os
Defender,Microsoft Defender for Cloud Apps,Success,Medium,"Microsoft Defender for Cloud Apps is active in M365 INFO PROTECTION GOVERNANCE, protecting Copilot workloads. 3 high-risk OAuth apps",Review 3 high-risk app permissions,Cloud Apps,https://learn.microsoft.com/defender-cloud-apps/what-is-defender-for-cloud-apps
Defender,Safe Documents,Success,,"Safe Documents is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, protecting Copilot workloads. No malware detected in last 30 days",,Safe Documents,https://learn.microsoft.com/defender-office-365/safe-documents-in-e5-plus-security-about/
Defender,Microsoft Defender for Office 365 (Plan 2),Success,Medium,"Microsoft Defender for Office 365 (Plan 2) is active, protecting Copilot workloads. 2 high-severity incidents",Investigate 2 high-severity incident(s),Defender for Office 365,https://learn.microsoft.com/microsoft-365/security/office-365-security/mdo-about
Defender,Microsoft Defender for Office 365 (Plan 1),Success,,"Microsoft Defender for Office 365 (Plan 1) is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, protecting Copilot workloads. No email threats detected in last 30 days",,Defender for Office 365,https://learn.microsoft.com/microsoft-365/security/office-365-security/mdo-about
Defender,Microsoft Defender for Identity,Success,Medium,"Microsoft Defender for Identity is active, protecting Copilot workloads. 4 risky users (1 compromised)",Revoke access for 1 compromised account(s),Defender for Identity,https://learn.microsoft.com/defender-for-identity/what-is
Defender,Microsoft Defender for Endpoint,Success,Medium,"Microsoft Defender for Endpoint is active, protecting Copilot workloads. 2 incidents (2 high-severity)",Investigate 2 high-severity incident(s),Defender for Endpoint,https://learn.microsoft.com/microsoft-365/security/defender-endpoint/
Defender,Microsoft Defender XDR,Success,Medium,"Microsoft Defender XDR is active, protecting Copilot workloads. 2 incidents (2 high-severity), 1 compromised users",Investigate 2 high-severity incident(s),Defender XDR,https://learn.microsoft.com/microsoft-365/security/defender/
Defender,Microsoft Defender for IoT,Success,,"Microsoft Defender for IoT is active in DEFENDER AND PURVIEW SUITES FOR BUSINESS PREMIUM, securing IoT devices in environments where Copilot may access operational data",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Defender,Microsoft Defender for Cloud Apps Discovery,Success,,"Microsoft Defender for Cloud Apps Discovery is active in SPB, monitoring for unauthorized app integrations with Copilot",,Control Third-Party AI Apps,https://learn.microsoft.com/defender-cloud-apps/
Defender,Copilot Security Posture,Critical,High,"Copilot Security Posture: **NOT READY**


**2 Critical Gaps:**
  - Review 3 third-party apps: Check Cloud App Security > OAuth apps > Filter by 'High severity'. Revoke apps with: (1) Read/Write access to all SharePoint/OneDrive files, (2) Full mailbox access, (3) Unused apps from unknown publishers, (4) Apps with offline_access requesting refresh tokens. Prioritize 2 over-privileged apps first
  - Resolve 2 high-severity incidents before Copilot deployment


**2 Risk Factors Detected:**
  - 3 high-risk third-party apps with excessive permissions
  - 2 high-severity security incidents active","Address 2 critical security gaps before broad Copilot deployment:

1. Identity: Use Entra ID Protection > Risky users > Confirm compromised > Reset password + Revoke sessions
2. Incidents: Defender XDR > Incidents > Filter High severity > Investigate and remediate
3. OAuth Apps: Cloud App Security > OAuth apps > Review high-risk > Revoke unnecessary permissions
4. DLP: Purview > Data Loss Prevention > Create policy for Copilot (SharePoint, OneDrive, Teams, Exchange)

Consider phased rollout to pilot group while remediating critical gaps.",Copilot Security,https://learn.microsoft.com/microsoft-365-copilot/microsoft-365-copilot-security
Defender,Copilot Threat Intelligence,Warning,High,"**2 threat(s)** involving Copilot:

**Compromised Accounts:** 1 confirmed compromised accounts have potential Copilot access. Risk: Attackers can use Copilot to discover sensitive information, generate phishing content, or exfiltrate data through natural language queries without triggering traditional DLP.

**Third-Party App Risks:** 3 high-risk OAuth apps with excessive permissions detected. 2 apps are over-privileged (>10 scopes). Risk: Malicious or compromised plugins can exfiltrate data accessed by Copilot or inject malicious prompts.","Immediate remediation: Revoke sessions for compromised accounts. Force password reset and MFA enrollment. Review Copilot audit logs for unusual queries (e.g., 'show me all financial data', 'export customer list'). Implement Conditional Access policy: Block Copilot access from risky sign-ins or unmanaged devices.

OAuth governance: Review and revoke unnecessary app consents. Implement app consent policies to prevent users from granting broad permissions. For Copilot plugins, only allow verified publishers and review permission scopes. Monitor OAuth grant logs for suspicious patterns (e.g., Mail.ReadWrite + Files.ReadWrite.All).",Advanced Hunting for Copilot,https://learn.microsoft.com/microsoft-365/security/defender/advanced-hunting-microsoft-365-copilot
Defender,Copilot Data Governance,Warning,High,Unable to assess Copilot data governance - Purview data not available. Run tool with: .\collect_purview_data.ps1,"Enable Microsoft Purview to assess and enforce data governance for Copilot. Includes DLP, sensitivity labels, retention policies, and information barriers.",Purview for AI,https://learn.microsoft.com/purview/ai-microsoft-purview
Power Platform,Common Data Service (Viral),Success,,"Common Data Service (Viral) is active in Power Automate Free, providing data storage for Power Platform apps and flows that can integrate with Copilot",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Power Platform,Common Data Service (Viral) - Dynamics Trial,Success,Low,"Viral Dataverse license provides trial-grade storage for building proof-of-concept Dynamics agents (customer service bots, sales assistants) without upfront investment.",Use trial to explore Dynamics agents: Create simple customer service or sales assistant PoC querying trial D365 data. Demonstrate agent value for business case. Trial capacity is limited - focus on proving concept before requesting licensed Dynamics Dataverse. Build minimal viable agent to show stakeholders potential ROI.,Dynamics Trial Best Practices,https://learn.microsoft.com/dynamics365/
Power Platform,Power Automate (Free),Success,,"Power Automate (Free) is active in Power Automate Free, enabling workflow automation that can be triggered by Copilot and agents",,Microsoft 365 Documentation,https://learn.microsoft.com/microsoft-365/
Power Platform,Power Automate (Free) - Trial Workflows,Success,Low,"Free Power Automate tier lets you prototype Copilot-triggered workflows (send emails, create Teams messages when user prompts agent) to prove automation value before purchasing licenses. No flows created yet - ideal time to start with agent-triggered automation.","Use free tier to test agent automation scenarios: Create simple flow triggered by agent (send email, create Teams message), understand agent + workflow integration before requesting premium licenses. Trial demonstrates ROI for licensed automation. Limitations: Limited runs per month, no premium connectors - sufficient for PoC but not production.",Trial Automation,https://learn.microsoft.com/power-automate/
Power Platform,Common Data Service for Office 365 (Plan 3),Success,,"Common Data Service for Office 365 (Plan 3) is active in MICROSOFT AGENT 365 TIER 3, providing premium database capacity for enterprise agent solutions",,Premium Dataverse for Agents,https://learn.microsoft.com/power-platform/admin/wp-cds-for-apps
Power Platform,Common Data Service for Office 365 (Plan 3) - Capacity Planning,Success,Low,Organization size (7 users) - premium capacity provides headroom for growth,"Leverage premium Dataverse capacity: Monitor storage quarterly, establish data governance, plan for agent scale. Premium capacity supports ambitious agent deployments without near-term constraints.",Dataverse Best Practices,https://learn.microsoft.com/power-platform/admin/wp-cds-for-apps
Power Platform,Power BI Pro,Success,,"Power BI Pro is active in MICROSOFT AGENT 365 TIER 3, enabling AI-powered business intelligence and analytics",,AI Analytics with Power BI,https://learn.microsoft.com/power-bi/
Power Platform,Power BI Pro - Analytics Start,Success,Low,Data sources available - ready for first Power BI dashboards,"Build first AI-enhanced Power BI report: Connect to data source, create basic visuals, enable Q&A for natural language queries. Start with executive dashboard or department KPIs.",Get Started with Power BI,https://learn.microsoft.com/power-bi/fundamentals/desktop-getting-started
Power Platform,Power Apps for Office 365 (Plan 3),Success,,"Power Apps for Office 365 (Plan 3) is active in MICROSOFT AGENT 365 TIER 3, enabling custom AI-powered applications and agent interfaces",,Build Copilot-Powered Apps with Power Apps,https://learn.microsoft.com/power-apps/
Power Platform,Power Apps for Office 365 (Plan 3) - Get Started,Success,High,No Power Apps deployed yet - opportunity to build Copilot-first app experiences from scratch,"Build your first Copilot-integrated Power App: 1) Start with a simple business process (expense submission, equipment request, time-off approval), 2) Use Copilot Control to add conversational interface instead of traditional forms, 3) Connect to Dataverse for data persistence and sharing with agents, 4) Embed AI Builder for document processing or prediction, 5) Deploy to Microsoft Teams for M365 integration. Target: 2-3 pilot apps with Copilot features in first 60 days.",Build Copilot-Enabled Apps,https://learn.microsoft.com/power-apps/maker/canvas-apps/ai-overview
Power Platform,Power Automate for Copilot Studio,Success,,"Power Automate for Copilot Studio is active in Copilot Studio (Viral), enabling agents to trigger automated workflows and actions",,Agent Workflows with Power Automate,https://learn.microsoft.com/power-automate/
Power Platform,Power Automate for Copilot Studio - First Action Agent,Success,Low,"Power Automate bundled with Copilot Studio enables agents to trigger multi-step workflows (create tickets, update CRM, send approvals) when users request actions in conversation. No flows yet - start with simple agent action like 'send email' or 'create Teams message'.","Create first agent workflow: Simple action like send email, create Teams message, update list when agent detects intent.",Getting Started,https://learn.microsoft.com/microsoft-copilot-studio/advanced-flow
Power Platform,Common Data Service for Copilot Studio,Success,,"Common Data Service for Copilot Studio is active in Copilot Studio (Viral), providing data persistence for agent conversations and context",,Dataverse for Agent State Management,https://learn.microsoft.com/power-apps/maker/data-platform/
Power Platform,Common Data Service for Copilot Studio - First Agent,Success,Medium,"Dataverse bundled with Copilot Studio stores agent conversation history, user context, and entity data - enabling intelligent, personalized responses that remember past interactions.","Build first agent with Dataverse context: Choose simple scenario (FAQ agent, status lookup), store data in Dataverse, enable conversational queries.",Getting Started,https://learn.microsoft.com/microsoft-copilot-studio/
Power Platform,Common Data Service for Office 365 (Plan 3) - Dynamics,Success,,"Common Data Service for Office 365 (Plan 3) - Dynamics is active in SPB, providing structured data storage for agent context and workflows",,Store Agent Data in Dataverse,https://learn.microsoft.com/power-apps/maker/data-platform/
Power Platform,Common Data Service for Office 365 (Plan 3) - Dynamics - Premium Agents,Success,Low,"Plan 3 Dataverse includes AI Builder credits for building intelligent Copilot extensions - create agents that analyze sentiment, extract entities, predict outcomes from Dynamics data. No AI Builder models created yet - excellent opportunity to leverage included credits.","Leverage Plan 3 premium features: Build AI-enhanced agents with sentiment analysis, entity extraction, custom models for Dynamics workflows.",Premium Agent Features,https://learn.microsoft.com/ai-builder/
Power Platform,DLP Governance - Copilot Extensibility,Success,Low,No DLP policies configured - maximum flexibility for Copilot plugin development,"Consider implementing DLP policies for governance while preserving Copilot extensibility: 1) Create environment-specific policies (not tenant-wide) to isolate plugin development, 2) Allow HTTP and Custom Connectors in dedicated 'Copilot Innovation' environment, 3) Restrict only high-risk connectors (social media, consumer storage), 4) Document governance exceptions for Copilot plugins. Start with permissive policies and tighten based on usage patterns. Balance innovation with data protection.",DLP Policy Best Practices,https://learn.microsoft.com/power-platform/admin/wp-data-loss-prevention
Power Platform,AI Builder - Assessment Needed,Success,Low,AI Builder model inventory unavailable - requires Power Platform Administrator access to identify existing AI capabilities for Copilot integration,"Request Power Platform Administrator role to assess AI Builder models: 1) Inventory existing models (document processing, predictions, text classification), 2) Identify which models are published and ready for Copilot integration, 3) Map model capabilities to Copilot scenarios (invoice processing, lead scoring, sentiment analysis), 4) Create Power Automate flows with HTTP triggers to expose models as Copilot plugins. AI Builder models significantly enhance Copilot intelligence - assess current inventory before building new capabilities.",AI Builder Overview,https://learn.microsoft.com/ai-builder/overview
Copilot Studio,Copilot Studio in Microsoft 365 Copilot,Success,,"Copilot Studio in Microsoft 365 Copilot is active in Microsoft 365 Copilot, enabling custom agent development within M365 Copilot",,Build Custom Agents in Copilot Studio,https://learn.microsoft.com/microsoft-copilot-studio/
Copilot Studio,Copilot Studio in Microsoft 365 Copilot - Knowledge Integration,Success,Medium,Organization has 3 Graph Connectors providing access to enterprise knowledge sources,"Build agents that leverage 3 Graph Connectors for enterprise knowledge: Connect agents to indexed external systems, create specialized assistants for data across ServiceNow, file shares, documentation systems. Consider M365 Copilot licenses to enable users to invoke knowledge-rich agents from within Copilot.",Graph Connector Integration,https://learn.microsoft.com/microsoft-copilot-studio/nlu-generative-answers-sharepoint-onedrive
Copilot Studio,Copilot Studio (Viral),Success,,"Copilot Studio (Viral) is active in Copilot Studio (Viral), enabling trial agent development and experimentation",,Trial Copilot Studio Access,https://learn.microsoft.com/microsoft-copilot-studio/
Copilot Studio,Copilot Studio (Viral) - Trial Setup,Success,Low,SharePoint content available - establish trial environment for agent experimentation,Set up trial environment: Create developer or default environment for building proof-of-concept agents. Use existing content to build demo quickly and prove agent value to stakeholders.,Trial Environment Setup,https://learn.microsoft.com/power-platform/admin/trial-environments
Copilot Studio,Power Virtual Agents for Office 365,Success,,"Power Virtual Agents for Office 365 is active in SPB, enabling intelligent chatbot creation for common employee scenarios",,Create Support Bots with Copilot Studio,https://learn.microsoft.com/microsoft-copilot-studio/fundamentals-what-is-power-virtual-agents
Copilot Studio,Power Virtual Agents for Office 365 - Deployment Planning,Success,Medium,"M365-integrated agent capabilities ready - build support agents for Teams/SharePoint (IT helpdesk: password resets, HR: PTO policies, Facilities: room booking) to deflect repetitive questions from support staff","Plan M365-integrated agent strategy: Identify repetitive support requests (IT, HR, facilities), build specialized agents for each domain, deploy to Teams/SharePoint/email channels. Focus on deflecting simple questions to free support staff for complex issues.",Agent Deployment Options,https://learn.microsoft.com/microsoft-copilot-studio/publication-fundamentals-publish-channels
